key,Sentence,checked
172,"గేల్‌ తర్వాత కుమార సంగక్కర 44 మ్యాచ్‌ల్లో 1625, వీవ్‌రిచర్డ్స్‌ 36 మ్యాచ్‌ల్లో 1619 చేశారు.
",0
173,"తర్వాత రికీపాంటింగ్‌ 39 మ్యాచ్‌ల్లో 1598, మహేళా జయవర్దనే 47 మ్యాచ్‌ల్లో 1562 నాలుగు, ఐదు స్థానాల్లో నిలిచారు.
",0
174,"దీంతో ఇంగ్లండ్‌పై వెస్టిండీస్‌ తరపున దిగ్గజ క్రికెటర్‌ వీవ్‌ రిచర్డ్స్‌ పేరిట ఉన్న అత్యధిక పరుగుల రికార్డును సుడిగేల్‌ అధిగమించాడు.
",0
175,"ఇదిలా ఉండగా శుక్రవారం నాటి మ్యాచ్‌లో వెస్టిండీస్‌ ఓపెనర్‌ తాను ఎదుర్కొన్న తొలి 15 బంతుల వరకు ఒక్క పరుగు కూడా చేయలేకపోయాడు.
",0
176,"నాలుగో ఓవర్‌ వేసిన జోఫ్రా ఆర్చర్‌ బౌలింగ్‌లో తొలి బౌండరీ బాది పరుగుల ఖాతాను తెరిచాడు.
",0
177,"అనంతరం అతడి బౌలింగ్‌లోనే రెండు ఫోర్లు కొట్టి జోరు పెంచాడు.
",0
178,"అయితే 15 పరుగుల వ్యక్తిగత స్కోర్‌ వద్ద మార్క్‌వుడ్‌ క్యాచ్‌ వదిలేయడంతో గేల్‌ తప్పించుకున్నాడు.
",0
179,"తర్వాత బౌండరీలతో చెలరేగాడు.
",0
180,"గాయంతోనే భారీ షాట్లు ఆడా.
",0
181,"గయానా: మహిళల టీ20 ప్రపంచకప్‌లో న్యూజిలాండ్‌తో జరిగిన తొలి మ్యాచ్‌లో హర్మన్‌ ప్రీత్‌ సేన 34పరుగుల తేడాతో ఘనవిజయం సాధించిన సంగతి తెలిసిందే.
",0
182,"తక్కువ పరుగుల వ్యవధిలోనే మూడు కీలక వికెట్లు కోల్పోవడంతో క్రీజులోకి వచ్చిన సారథి హర్మన్‌ ప్రీత్‌ వన్‌డౌన్‌ బ్యాట్స్‌ఉమెన్‌ జెమిమా రోడ్రిగ్స్‌ (59)తో కలసి ఆరంభంలో ఆచితూచి ఆడుతూ క్రమంగా దూకుడు పెంచి న్యూజిలాండ్‌ బౌలర్లపై విరుచుకు పడుతూ చివరి ఓవర్‌లో శతకం పూర్తి చేసుకున్న విషయం తెలిసిందే.
",0
183,"అయితే భారీ షాట్లు ఆడటానికి కారణం తెలుపుతూ… ‘మ్యాచ్‌కు ముందు రోజు కడుపు నొప్పితో కాస్త ఇబ్బంది పడ్డాను.
",0
184,"మ్యాచ్‌ ఆరంభానికి ముందు కూడా నొప్పిగానే అనిపించింది.
",0
185,"ఇక మైదానంలోకి వచ్చాక పరుగులు తీయడం ఆరంభించిన తర్వాత ఒక్కసారిగా కడుపు వద్ద కండరాలు పట్టేశాయి.
",0
186,"ఫిజియో వచ్చి చికిత్స చేసిన అనంతరం.
",0
187,"ఎక్కువసేపు పరిగెత్తితే.
",0
188,"నొప్పి తీవ్రత పెరిగే అవకాశం ఉందని పేర్కొన్నారు.
",0
189,"ఈ క్రమంలో దీనికి ప్రత్యామ్నాయంగా భారీ షాట్లు ఆడాలని నిర్ణయించుకున్నాను.
",0
190,"ఇదే విషయాన్ని రోడ్రిగ్స్‌కి వివరించి.
",0
191,"నువ్వు నాకు స్ట్రయికింగ్‌ ఇస్తే.
",0
192,"నేను భారీ షాట్లు కొడతానని చెప్పాను.
",0
193,"అదే జోరు చివరి దాకా కొనసాగించాను.
",0
194,"ఈ క్రమంలో నేను ఎన్ని పరుగులు తీస్తున్నా అనే విషయం పట్టించుకోకుండా గెలవడానికి ఎన్ని పరుగులు కావాలో అనే విషయమే ఆలోచించాను.
",0
195,"ఒకవేళ మేము 150 పరుగులకే పరిమితమైతే.
",0
196,"మ్యాచ్‌ గెలవలేము అని నిర్ణయించుకున్నాం.
",0
197,"కారణం వారి జట్టులో అత్యుత్తమ క్రీడాకారులు ఉన్నారు.
",0
198,"ముఖ్యంగా సుజీ బేట్స్‌ లాంటి స్టార్‌ బ్యాట్స్‌ఉమెన్‌ ముందు ఈ లక్ష్యం చాలా చిన్నది అని నిర్ణయించుకున్నాం.
",0
199,"అందుకే ముందు నిలదొక్కుకొని తర్వాత నుంచి భారీ స్కోరు సాధించవచ్చని అనుకున్నాను’ అని చెప్పుకొచ్చింది.
",0
200,"సిక్సర్ల మోత.
",0
201,"మాంచెస్టర్‌ : ఇంగ్లండ్‌ మరోసారి విశ్వరూపం చూపింది.
",0
202,"పసికూన ఆఫ్ఘనిస్థాన్‌ను ఓ ఆటాడేసుకుంది.
",0
203,"బెయిర్‌ స్టో, రూట్‌ అర్థ శతకాలతో రాణించగా, కెప్టెన్‌ ఇయాన్‌ మోర్గాన్‌ చెలరేగిపోయాడు.
",0
204,"ఓల్డ్‌ ట్రాఫెడ్‌లో సిక్సర్ల మోత మోగించాడు.
",0
205,"ఇన్నింగ్స్‌ మొత్తంలో 17 సిక్సర్లు బాదాడు.
",0
206,"71 బంతుల్లోనే 148 పరుగుల భారీ శతకం చేశాడు.
",0
207,"36 బంతుల్లో అర్థ శతకం పూర్తి చేసుకున్న మోర్గాన్‌ మరో 21 బంతుల్లోనే శతకం పూర్తి చేసుకున్నాడు.
",0
208,"దీంతో పరిమిత ఓవర్ల క్రికెట్‌లో ఓ మ్యాచ్‌లో అత్యధిక సిక్స్‌లు సాధించిన క్రికెటర్‌గా మోర్గాన్‌ నిలిచాడు.
",0
